GNIS ID,Municipality Name,Municipality Type,2010 Muni Population,2010 Muni Housing Units,Muni Area (sq mi),County,REDC Region,# Cable Providers,# Hse Units Cable,% Hse Units Cable,# of DSL Providers,# Hse Units DSL,% Hse Units DSL,# Fiber Providers,# Hse Units Fiber,% Hse Units Fiber,# Wireline Providers,# Hse Units Wireline,% Hse Units Wireline,# Wireless Providers,# Hse Units Wireless,% Hse Units Wireless,# Satellite Providers
968876,Washingtonville,Village,"5,899","2,256",2.6,Orange,Mid-Hudson Region,1,"2,100",93,1,"2,100",93,1,0,0,3,"2,100",93,4,"2,100",93,4
979602,Waterford,Town,"8,423","3,897",7.4,Saratoga,Capital Region,1,"3,700",95,1,"3,700",95,2,0,0,4,"3,700",95,6,"3,700",95,4
979603,Waterloo,Town,"7,642","3,386",21.8,Seneca,Finger Lakes Region,1,"3,200",95,2,"3,000",89,1,0,0,4,"3,200",95,5,"3,200",95,4
979604,Watertown,City,"27,023","12,562",9.3,Jefferson,North Country Region,1,"12,100",96,2,"12,100",96,2,"12,100",96,4,"12,100",96,4,"12,100",96,4
979605,Watertown,Town,"4,470","1,657",35.9,Jefferson,North Country Region,1,"1,500",91,3,"1,300",78,1,530,32,4,"1,500",91,4,"1,600",97,4
968907,Waterville,Village,"1,583",692,1.3,Oneida,Mohawk Valley Region,1,670,97,1,670,97,0,0,0,2,670,97,2,670,97,4
979606,Watervliet,City,"10,254","5,306",1.5,Albany,Capital Region,1,"5,100",96,1,"4,900",92,4,0,0,6,"5,100",96,5,"5,100",96,4
974082,Watkins Glen,Village,"1,859",977,2,Schuyler,Southern Tier Region,1,940,96,1,940,96,2,940,96,4,940,96,3,940,96,4
979607,Watson,Town,"1,881","1,395",117.1,Lewis,North Country Region,1,690,49,1,"1,000",72,0,0,0,2,"1,200",86,3,"1,200",86,4
979608,Waverly,Town,"1,022",856,126.4,Franklin,North Country Region,1,550,64,0,0,0,1,0,0,2,550,64,2,690,81,4
968940,Waverly,Village,"4,444","2,042",2.3,Tioga,Southern Tier Region,1,"1,900",93,1,"1,900",93,0,0,0,2,"1,900",93,5,"1,900",93,4
979609,Wawarsing,Town,"13,157","6,211",134.2,Ulster,Mid-Hudson Region,1,"5,700",92,1,"5,100",82,1,0,0,3,"5,800",93,6,"6,000",97,4
979610,Wawayanda,Town,"7,266","2,630",35.1,Orange,Mid-Hudson Region,2,"2,500",95,2,"2,500",95,2,0,0,6,"2,500",95,4,"2,500",95,4
979611,Wayland,Town,"4,102","2,009",39.6,Steuben,Southern Tier Region,1,"1,800",90,1,"1,500",75,1,0,0,3,"1,800",90,3,"1,900",95,4
979612,Wayne,Town,"1,041","1,275",22.6,Steuben,Southern Tier Region,1,"1,100",86,1,"1,200",94,0,0,0,2,"1,200",94,2,"1,200",94,4
979613,Webb,Town,"1,807","4,170",483.6,Herkimer,Mohawk Valley Region,1,"2,900",70,1,"3,100",74,2,0,0,4,"3,300",79,2,"3,700",89,4
979614,Webster,Town,"42,641","17,860",34.6,Monroe,Finger Lakes Region,1,"17,300",97,1,"17,300",97,3,0,0,5,"17,300",97,5,"17,300",97,4
969005,Weedsport,Village,"1,815",808,1,Cayuga,Central NY Region,1,780,97,1,750,93,1,0,0,3,780,97,3,780,97,4
979615,Wells,Town,674,780,178.2,Hamilton,North Country Region,0,0,0,1,610,78,0,0,0,1,610,78,2,540,69,4
969051,Wellsburg,Village,580,243,0.6,Chemung,Southern Tier Region,1,230,95,1,170,70,0,0,0,2,230,95,4,230,95,4
979616,Wellsville,Town,"7,397","3,639",36.7,Allegany,Western NY Region,1,"3,400",93,2,"3,300",91,0,0,0,3,"3,500",96,4,"3,500",96,4
979941,Wesley Hills,Village,"5,628","1,558",3.3,Rockland,Mid-Hudson Region,1,"1,500",96,1,"1,000",64,3,"1,500",96,4,"1,500",96,4,"1,500",96,4
979617,West Almond,Town,334,365,36.1,Allegany,Western NY Region,1,50,14,2,30,8,2,0,0,5,80,22,4,350,96,4
979618,West Bloomfield,Town,"2,466","1,100",25.5,Ontario,Finger Lakes Region,1,940,85,1,810,74,1,0,0,3,"1,000",91,5,"1,000",91,4
970896,Westbury,Village,"15,146","5,271",2.3,Nassau,Long Island Region,1,"5,100",97,2,"5,100",97,4,"5,100",97,6,"5,100",97,4,"5,100",97,4
969168,West Carthage,Village,"2,012",891,1.4,Jefferson,North Country Region,1,860,97,1,860,97,0,0,0,2,860,97,3,860,97,4
979619,Westerlo,Town,"3,361","1,600",58.5,Albany,Capital Region,2,500,31,2,490,31,1,0,0,4,590,37,5,"1,500",94,4
979620,Western,Town,"1,951",872,54.5,Oneida,Mohawk Valley Region,1,580,67,3,820,94,1,0,0,5,830,95,5,840,96,4
979621,Westfield,Town,"4,896","2,539",47.4,Chautauqua,Western NY Region,1,"2,200",87,1,"2,400",95,1,0,0,3,"2,400",95,4,"2,400",95,4
979622,Westford,Town,868,514,33.8,Otsego,Mohawk Valley Region,1,0,0,1,0,0,0,0,0,2,0,0,5,490,95,4
970921,Westhampton Beach,Village,"1,721","2,376",3,Suffolk,Long Island Region,1,"2,300",97,1,"2,200",93,2,0,0,4,"2,300",97,4,"2,200",93,4
979943,West Hampton Dunes,Village,55,272,0.3,Suffolk,Long Island Region,1,260,96,1,260,96,0,0,0,2,260,96,4,240,88,4
969245,West Haverstraw,Village,"10,165","3,488",1.5,Rockland,Mid-Hudson Region,1,"3,300",95,1,"3,200",92,4,"3,200",92,5,"3,300",95,4,"3,300",95,4
979623,West Monroe,Town,"4,252","1,877",38.6,Oswego,Central NY Region,1,"1,700",91,2,"1,500",80,0,0,0,3,"1,800",96,6,"1,800",96,4
979624,Westmoreland,Town,"6,138","2,493",43.2,Oneida,Mohawk Valley Region,1,"2,400",96,2,"2,200",88,2,0,0,5,"2,400",96,5,"2,400",96,4
979625,Westport,Town,"1,312",975,66.7,Essex,North Country Region,2,730,75,2,900,92,2,660,68,4,790,81,4,940,96,4
979626,West Seneca,Town,"44,711","19,972",21.4,Erie,Western NY Region,1,"19,300",97,1,"16,400",82,5,"19,100",96,6,"19,300",97,6,"19,300",97,4
979627,West Sparta,Town,"1,255",565,33.4,Livingston,Finger Lakes Region,1,480,85,1,430,76,1,0,0,3,510,90,4,540,96,4
979628,West Turin,Town,"1,524",943,102.3,Lewis,North Country Region,1,540,57,1,760,81,0,0,0,2,780,83,2,910,97,4
979629,West Union,Town,312,299,41,Steuben,Southern Tier Region,0,0,0,2,280,94,0,0,0,2,280,94,2,280,94,4
979630,Westville,Town,"1,819",843,34.8,Franklin,North Country Region,1,610,72,1,280,33,0,0,0,2,640,76,3,810,96,4
970891,West Winfield,Village,826,383,0.9,Herkimer,Mohawk Valley Region,1,370,97,1,350,91,0,0,0,2,370,97,2,370,97,4
979631,Wethersfield,Town,883,451,36.1,Wyoming,Finger Lakes Region,1,0,0,1,110,24,0,0,0,2,130,29,4,430,95,4
979632,Wheatfield,Town,"18,117","7,602",28.9,Niagara,Western NY Region,1,"7,300",96,2,"7,300",96,3,10,0,5,"7,300",96,6,"7,300",96,4
979633,Wheatland,Town,"4,775","2,149",30.8,Monroe,Finger Lakes Region,1,"1,900",88,1,"2,000",93,0,0,0,2,"2,000",93,5,"2,000",93,4
979634,Wheeler,Town,"1,260",691,46.1,Steuben,Southern Tier Region,1,260,38,2,350,51,1,30,4,3,510,74,3,670,97,4
979635,White Creek,Town,"3,356","1,501",46.8,Washington,Capital Region,1,730,49,1,"1,200",80,1,550,37,3,"1,200",80,5,"1,400",93,4
979636,Whitehall,Town,"4,042","1,919",58.8,Washington,Capital Region,1,"1,400",73,1,"1,600",83,0,0,0,2,"1,700",89,6,"1,800",94,4
979637,White Plains,City,"56,853","24,382",9.9,Westchester,Mid-Hudson Region,1,"23,600",97,2,"23,600",97,6,"23,200",95,8,"23,600",97,4,"23,600",97,4
971160,Whitesboro,Village,"3,772","1,939",1.1,Oneida,Mohawk Valley Region,1,"1,800",93,1,"1,800",93,2,0,0,4,"1,800",93,4,"1,800",93,4
979638,Whitestown,Town,"18,667","8,334",27.2,Oneida,Mohawk Valley Region,1,"8,000",96,1,"8,000",96,2,0,0,4,"8,000",96,4,"8,000",96,4
971191,Whitney Point,Village,964,411,1.1,Broome,Southern Tier Region,1,390,95,1,390,95,1,0,0,3,390,95,3,390,95,4
979639,Willet,Town,"1,043",551,26,Cortland,Central NY Region,1,340,62,1,500,91,0,0,0,2,530,96,3,530,96,4
979640,Williamson,Town,"6,984","3,121",34.8,Wayne,Finger Lakes Region,1,"3,000",96,1,"2,600",83,0,0,0,2,"3,000",96,4,"3,000",96,4
979641,Williamstown,Town,"1,277",655,39.2,Oswego,Central NY Region,1,0,0,1,600,92,0,0,0,2,600,92,4,630,96,4
971319,Williamsville,Village,"5,300","2,695",1.2,Erie,Western NY Region,1,"2,600",96,1,"2,500",93,3,360,13,4,"2,600",96,6,"2,600",96,4
979642,Willing,Town,"1,228",680,36.4,Allegany,Western NY Region,1,490,72,2,310,46,0,0,0,3,540,79,3,650,96,4
971331,Williston Park,Village,"7,287","2,743",0.6,Nassau,Long Island Region,1,"2,600",95,2,"2,600",95,3,"2,600",95,5,"2,600",95,4,"2,600",95,4
979643,Willsboro,Town,"2,025","1,621",73.5,Essex,North Country Region,2,"1,300",80,0,0,0,1,0,0,2,"1,300",80,4,"1,500",93,4
979644,Wilmington,Town,"1,253",834,65.5,Essex,North Country Region,1,770,92,1,760,91,0,0,0,2,790,95,4,790,95,4
979645,Wilna,Town,"6,427","2,620",79.4,Jefferson,North Country Region,1,"2,500",95,1,"2,300",88,0,0,0,2,"2,500",95,4,"2,500",95,4
979646,Wilson,Town,"5,993","2,750",49.5,Niagara,Western NY Region,1,"2,500",91,1,"1,900",69,0,0,0,2,"2,600",95,5,"2,600",95,4
979647,Wilton,Town,"16,173","6,847",35.8,Saratoga,Capital Region,1,"6,600",96,1,"6,200",91,2,0,0,4,"6,600",96,6,"6,600",96,4
979648,Windham,Town,"1,703","2,457",45.3,Greene,Capital Region,2,"2,300",94,1,"1,900",77,1,0,0,3,"2,300",94,6,"2,300",94,4
979649,Windsor,Town,"6,274","2,941",92.8,Broome,Southern Tier Region,2,"2,200",75,2,"2,600",88,1,0,0,5,"2,700",92,5,"2,800",95,4
979650,Winfield,Town,"2,086",883,23.7,Herkimer,Mohawk Valley Region,1,760,86,1,760,86,0,0,0,2,840,95,3,850,96,4
979651,Wirt,Town,"1,111",731,36,Allegany,Western NY Region,1,400,55,1,420,57,0,0,0,2,530,73,4,700,96,4
979652,Wolcott,Town,"4,453","2,273",39.9,Wayne,Finger Lakes Region,1,"2,100",92,2,"1,600",70,2,0,0,5,"2,100",92,4,"2,200",97,4
979653,Woodbury,Town,"11,353","3,958",37.2,Orange,Mid-Hudson Region,2,"3,800",96,2,"3,800",96,2,0,0,6,"3,800",96,4,"3,800",96,4
979654,Woodhull,Town,"1,719",797,55.4,Steuben,Southern Tier Region,1,290,36,2,770,97,0,0,0,3,770,97,2,760,95,4
971689,Woodridge,Village,847,696,1.8,Sullivan,Mid-Hudson Region,1,670,96,1,540,78,0,0,0,2,670,96,3,670,96,4
971715,Woodsburgh,Village,778,300,0.4,Nassau,Long Island Region,1,290,97,2,290,97,1,10,3,3,290,97,4,290,97,4
979655,Woodstock,Town,"5,884","4,157",67.7,Ulster,Mid-Hudson Region,1,"3,900",94,1,"3,100",75,1,0,0,3,"4,000",96,7,"3,900",94,4
979656,Worcester,Town,"2,220","1,299",46.8,Otsego,Mohawk Valley Region,1,920,71,0,0,0,0,0,0,1,920,71,5,"1,200",92,4
979657,Worth,Town,231,247,43.2,Jefferson,North Country Region,0,0,0,1,100,40,0,0,0,1,100,40,2,230,93,4
979658,Wright,Town,"1,539",675,28.6,Schoharie,Mohawk Valley Region,1,550,81,1,160,24,0,0,0,2,560,83,3,650,96,4
971765,Wurtsboro,Village,"1,246",641,1.2,Sullivan,Mid-Hudson Region,1,620,97,1,620,97,0,0,0,2,620,97,4,620,97,4
971788,Wyoming,Village,434,171,0.7,Wyoming,Finger Lakes Region,1,160,94,1,160,94,1,0,0,3,160,94,2,160,94,4
979659,Yates,Town,"2,559","1,513",37.4,Orleans,Finger Lakes Region,1,"1,400",93,1,0,0,0,0,0,2,"1,400",93,4,"1,400",93,4
979660,Yonkers,City,"195,976","80,389",20.2,Westchester,Mid-Hudson Region,2,"77,900",97,2,"77,900",97,4,"76,700",95,7,"77,900",97,4,"77,900",97,4
979661,York,Town,"3,397","1,368",49,Livingston,Finger Lakes Region,1,"1,000",73,1,"1,200",88,2,0,0,4,"1,200",88,5,"1,300",95,4
979662,Yorkshire,Town,"3,913","1,901",37,Cattaraugus,Western NY Region,1,"1,300",68,2,"1,500",79,1,0,0,4,"1,700",89,5,"1,800",95,4
979663,Yorktown,Town,"36,081","13,418",39.5,Westchester,Mid-Hudson Region,1,"13,000",97,2,"12,400",92,5,"12,300",92,7,"13,000",97,4,"13,000",97,4
971840,Yorkville,Village,"2,689","1,280",0.7,Oneida,Mohawk Valley Region,1,"1,200",94,1,"1,200",94,2,0,0,4,"1,200",94,4,"1,200",94,4
971860,Youngstown,Village,"1,935",878,1.1,Niagara,Western NY Region,1,850,97,1,840,96,0,0,0,2,850,97,6,840,96,4
